Thermodynamic Limit Magnetization p=5
s, mx,mz,f
0.0111,1,0,-0.981907,
0.0112,1,0,-0.981744,
0.0113,1,0,-0.981581,
0.0114,1,0,-0.981418,
0.0115,1,0,-0.981255,
0.0116,1,0,-0.981092,
0.0117,1,0,-0.980929,
0.0118,1,0,-0.980766,
0.0119,1,0,-0.980603,
0.012,1,0,-0.98044,
0.0121,1,0,-0.980277,
0.0122,1,0,-0.980114,
0.0123,1,0,-0.979951,
0.0124,1,0,-0.979788,
0.0125,1,0,-0.979625,
0.0126,1,0,-0.979462,
0.0127,1,0,-0.979299,
0.0128,1,0,-0.979136,
0.0129,1,0,-0.978973,
0.013,1,0,-0.97881,
0.0131,1,0,-0.978647,
0.0132,1,0,-0.978484,
0.0133,1,0,-0.978321,
0.0134,1,0,-0.978158,
0.0135,1,0,-0.977995,
0.0136,1,0,-0.977832,
0.0137,1,0,-0.977669,
0.0138,1,0,-0.977506,
0.0139,1,0,-0.977343,
0.014,1,0,-0.97718,
0.0141,1,0,-0.977017,
0.0142,1,0,-0.976854,
0.0143,1,0,-0.976691,
0.0144,1,0,-0.976528,
0.0145,1,0,-0.976365,
0.0146,1,0,-0.976202,
0.0147,1,0,-0.976039,
0.0148,1,0,-0.975876,
0.0149,1,0,-0.975713,
0.015,1,0,-0.97555,
0.0151,1,0,-0.975387,
0.0152,1,0,-0.975224,
0.0153,1,0,-0.975061,
0.0154,1,0,-0.974898,
0.0155,1,0,-0.974735,
0.0156,1,0,-0.974572,
0.0157,1,0,-0.974409,
0.0158,1,0,-0.974246,
0.0159,1,0,-0.974083,
0.016,1,0,-0.97392,
0.0161,1,0,-0.973757,
0.0162,1,0,-0.973594,
0.0163,1,0,-0.973431,
0.0164,1,0,-0.973268,
0.0165,1,0,-0.973105,
0.0166,1,0,-0.972942,
0.0167,1,0,-0.972779,
0.0168,1,0,-0.972616,
0.0169,1,0,-0.972453,
0.017,1,0,-0.97229,
0.0171,1,0,-0.972127,
0.0172,1,0,-0.971964,
0.0173,1,0,-0.971801,
0.0174,1,0,-0.971638,
0.0175,1,0,-0.971475,
0.0176,1,0,-0.971312,
0.0177,1,0,-0.971149,
0.0178,1,0,-0.970986,
0.0179,1,0,-0.970823,
0.018,1,0,-0.97066,
0.0181,1,0,-0.970497,
0.0182,1,0,-0.970334,
0.0183,1,0,-0.970171,
0.0184,1,0,-0.970008,
0.0185,1,0,-0.969845,
0.0186,1,0,-0.969682,
0.0187,1,0,-0.969519,
0.0188,1,0,-0.969356,
0.0189,1,0,-0.969193,
0.019,1,0,-0.96903,
0.0191,1,0,-0.968867,
0.0192,1,0,-0.968704,
0.0193,1,0,-0.968541,
0.0194,1,0,-0.968378,
0.0195,1,0,-0.968215,
0.0196,1,0,-0.968052,
0.0197,1,0,-0.967889,
0.0198,1,0,-0.967726,
0.0199,1,0,-0.967563,
0.02,1,0,-0.9674,
0.0201,1,0,-0.967237,
0.0202,1,0,-0.967074,
0.0203,1,0,-0.966911,
0.0204,1,0,-0.966748,
0.0205,1,0,-0.966585,
0.0206,1,0,-0.966422,
0.0207,1,0,-0.966259,
0.0208,1,0,-0.966096,
0.0209,1,0,-0.965933,
0.021,1,0,-0.96577,
0.0211,1,0,-0.965607,
0.0212,1,0,-0.965444,
0.0213,1,0,-0.965281,
0.0214,1,0,-0.965118,
0.0215,1,0,-0.964955,
0.0216,1,0,-0.964792,
0.0217,1,0,-0.964629,
0.0218,1,0,-0.964466,
0.0219,1,0,-0.964303,
0.022,1,0,-0.96414,
0.0221,1,0,-0.963977,
0.0222,1,0,-0.963814,
0.0223,1,0,-0.963651,
0.0224,1,0,-0.963488,
0.0225,1,0,-0.963325,
0.0226,1,0,-0.963162,
0.0227,1,0,-0.962999,
0.0228,1,0,-0.962836,
0.0229,1,0,-0.962673,
0.023,1,0,-0.96251,
0.0231,1,0,-0.962347,
0.0232,1,0,-0.962184,
0.0233,1,0,-0.962021,
0.0234,1,0,-0.961858,
0.0235,1,0,-0.961695,
0.0236,1,0,-0.961532,
0.0237,1,0,-0.961369,
0.0238,1,0,-0.961206,
0.0239,1,0,-0.961043,
0.024,1,0,-0.96088,
0.0241,1,0,-0.960717,
0.0242,1,0,-0.960554,
0.0243,1,0,-0.960391,
0.0244,1,0,-0.960228,
0.0245,1,0,-0.960065,
0.0246,1,0,-0.959902,
0.0247,1,0,-0.959739,
0.0248,1,0,-0.959576,
0.0249,1,0,-0.959413,
0.025,1,0,-0.95925,
0.0251,1,0,-0.959087,
0.0252,1,0,-0.958924,
0.0253,1,0,-0.958761,
0.0254,1,0,-0.958598,
0.0255,1,0,-0.958435,
0.0256,1,0,-0.958272,
0.0257,1,0,-0.958109,
0.0258,1,0,-0.957946,
0.0259,1,0,-0.957783,
0.026,1,0,-0.95762,
0.0261,1,0,-0.957457,
0.0262,1,0,-0.957294,
0.0263,1,0,-0.957131,
0.0264,1,0,-0.956968,
0.0265,1,0,-0.956805,
0.0266,1,0,-0.956642,
0.0267,1,0,-0.956479,
0.0268,1,0,-0.956316,
0.0269,1,0,-0.956153,
0.027,1,0,-0.95599,
0.0271,1,0,-0.955827,
0.0272,1,0,-0.955664,
0.0273,1,0,-0.955501,
0.0274,1,0,-0.955338,
0.0275,1,0,-0.955175,
0.0276,1,0,-0.955012,
0.0277,1,0,-0.954849,
0.0278,1,0,-0.954686,
0.0279,1,0,-0.954523,
0.028,1,0,-0.95436,
0.0281,1,0,-0.954197,
0.0282,1,0,-0.954034,
0.0283,1,0,-0.953871,
0.0284,1,0,-0.953708,
0.0285,1,0,-0.953545,
0.0286,1,0,-0.953382,
0.0287,1,0,-0.953219,
0.0288,1,0,-0.953056,
0.0289,1,0,-0.952893,
0.029,1,0,-0.95273,
0.0291,1,0,-0.952567,
0.0292,1,0,-0.952404,
0.0293,1,0,-0.952241,
0.0294,1,0,-0.952078,
0.0295,1,0,-0.951915,
0.0296,1,0,-0.951752,
0.0297,1,0,-0.951589,
0.0298,1,0,-0.951426,
0.0299,1,0,-0.951263,
0.03,1,0,-0.9511,
0.0301,1,0,-0.950937,
0.0302,1,0,-0.950774,
0.0303,1,0,-0.950611,
0.0304,1,0,-0.950448,
0.0305,1,0,-0.950285,
0.0306,1,0,-0.950122,
0.0307,1,0,-0.949959,
0.0308,1,0,-0.949796,
0.0309,1,0,-0.949633,
0.031,1,0,-0.94947,
0.0311,1,0,-0.949307,
0.0312,1,0,-0.949144,
0.0313,1,0,-0.948981,
0.0314,1,0,-0.948818,
0.0315,1,0,-0.948655,
0.0316,1,0,-0.948492,
0.0317,1,0,-0.948329,
0.0318,1,0,-0.948166,
0.0319,1,0,-0.948003,
0.032,1,0,-0.94784,
0.0321,1,0,-0.947677,
0.0322,1,0,-0.947514,
0.0323,1,0,-0.947351,
0.0324,1,0,-0.947188,
0.0325,1,0,-0.947025,
0.0326,1,0,-0.946862,
0.0327,1,0,-0.946699,
0.0328,1,0,-0.946536,
0.0329,1,0,-0.946373,
0.033,1,0,-0.94621,
0.0331,1,0,-0.946047,
0.0332,1,0,-0.945884,
0.0333,1,0,-0.945721,
0.0334,1,0,-0.945558,
0.0335,1,0,-0.945395,
0.0336,1,0,-0.945232,
0.0337,1,0,-0.945069,
0.0338,1,0,-0.944906,
0.0339,1,0,-0.944743,
0.034,1,0,-0.94458,
0.0341,1,0,-0.944417,
0.0342,1,0,-0.944254,
0.0343,1,0,-0.944091,
0.0344,1,0,-0.943928,
0.0345,1,0,-0.943765,
0.0346,1,0,-0.943602,
0.0347,1,0,-0.943439,
0.0348,1,0,-0.943276,
0.0349,1,0,-0.943113,
0.035,1,0,-0.94295,
0.0351,1,0,-0.942787,
0.0352,1,0,-0.942624,
0.0353,1,0,-0.942461,
0.0354,1,0,-0.942298,
0.0355,1,0,-0.942135,
0.0356,1,0,-0.941972,
0.0357,1,0,-0.941809,
0.0358,1,0,-0.941646,
0.0359,1,0,-0.941483,
0.036,1,0,-0.94132,
0.0361,1,0,-0.941157,
0.0362,1,0,-0.940994,
0.0363,1,0,-0.940831,
0.0364,1,0,-0.940668,
0.0365,1,0,-0.940505,
0.0366,1,0,-0.940342,
0.0367,1,0,-0.940179,
0.0368,1,0,-0.940016,
0.0369,1,0,-0.939853,
0.037,1,0,-0.93969,
0.0371,1,0,-0.939527,
0.0372,1,0,-0.939364,
0.0373,1,0,-0.939201,
0.0374,1,0,-0.939038,
0.0375,1,0,-0.938875,
0.0376,1,0,-0.938712,
0.0377,1,0,-0.938549,
0.0378,1,0,-0.938386,
0.0379,1,0,-0.938223,
0.038,1,0,-0.93806,
0.0381,1,0,-0.937897,
0.0382,1,0,-0.937734,
0.0383,1,0,-0.937571,
0.0384,1,0,-0.937408,
0.0385,1,0,-0.937245,
0.0386,1,0,-0.937082,
0.0387,1,0,-0.936919,
0.0388,1,0,-0.936756,
0.0389,1,0,-0.936593,
0.039,1,0,-0.93643,
0.0391,1,0,-0.936267,
0.0392,1,0,-0.936104,
0.0393,1,0,-0.935941,
0.0394,1,0,-0.935778,
0.0395,1,0,-0.935615,
0.0396,1,0,-0.935452,
0.0397,1,0,-0.935289,
0.0398,1,0,-0.935126,
0.0399,1,0,-0.934963,
0.04,1,0,-0.9348,
0.0401,1,0,-0.934637,
0.0402,1,0,-0.934474,
0.0403,1,0,-0.934311,
0.0404,1,0,-0.934148,
0.0405,1,0,-0.933985,
0.0406,1,0,-0.933822,
0.0407,1,0,-0.933659,
0.0408,1,0,-0.933496,
0.0409,1,0,-0.933333,
0.041,1,0,-0.93317,
0.0411,1,0,-0.933007,
0.0412,1,0,-0.932844,
0.0413,1,0,-0.932681,
0.0414,1,0,-0.932518,
0.0415,1,0,-0.932355,
0.0416,1,0,-0.932192,
0.0417,1,0,-0.932029,
0.0418,1,0,-0.931866,
0.0419,1,0,-0.931703,
0.042,1,0,-0.93154,
0.0421,1,0,-0.931377,
0.0422,1,0,-0.931214,
0.0423,1,0,-0.931051,
0.0424,1,0,-0.930888,
0.0425,1,0,-0.930725,
0.0426,1,0,-0.930562,
0.0427,1,0,-0.930399,
0.0428,1,0,-0.930236,
0.0429,1,0,-0.930073,
0.043,1,0,-0.92991,
0.0431,1,0,-0.929747,
0.0432,1,0,-0.929584,
0.0433,1,0,-0.929421,
0.0434,1,0,-0.929258,
0.0435,1,0,-0.929095,
0.0436,1,0,-0.928932,
0.0437,1,0,-0.928769,
0.0438,1,0,-0.928606,
0.0439,1,0,-0.928443,
0.044,1,0,-0.92828,
0.0441,1,0,-0.928117,
0.0442,1,0,-0.927954,
0.0443,1,0,-0.927791,
0.0444,1,0,-0.927628,
0.0445,1,0,-0.927465,
0.0446,1,0,-0.927302,
0.0447,1,0,-0.927139,
0.0448,1,0,-0.926976,
0.0449,1,0,-0.926813,
0.045,1,0,-0.92665,
0.0451,1,0,-0.926487,
0.0452,1,0,-0.926324,
0.0453,1,0,-0.926161,
0.0454,1,0,-0.925998,
0.0455,1,0,-0.925835,
0.0456,1,0,-0.925672,
0.0457,1,0,-0.925509,
0.0458,1,0,-0.925346,
0.0459,1,0,-0.925183,
0.046,1,0,-0.92502,
0.0461,1,0,-0.924857,
0.0462,1,0,-0.924694,
0.0463,1,0,-0.924531,
0.0464,1,0,-0.924368,
0.0465,1,0,-0.924205,
0.0466,1,0,-0.924042,
0.0467,1,0,-0.923879,
0.0468,1,0,-0.923716,
0.0469,1,0,-0.923553,
0.047,1,0,-0.92339,
0.0471,1,0,-0.923227,
0.0472,1,0,-0.923064,
0.0473,1,0,-0.922901,
0.0474,1,0,-0.922738,
0.0475,1,0,-0.922575,
0.0476,1,0,-0.922412,
0.0477,1,0,-0.922249,
0.0478,1,0,-0.922086,
0.0479,1,0,-0.921923,
0.048,1,0,-0.92176,
0.0481,1,0,-0.921597,
0.0482,1,0,-0.921434,
0.0483,1,0,-0.921271,
0.0484,1,0,-0.921108,
0.0485,1,0,-0.920945,
0.0486,1,0,-0.920782,
0.0487,1,0,-0.920619,
0.0488,1,0,-0.920456,
0.0489,1,0,-0.920293,
0.049,1,0,-0.92013,
0.0491,1,0,-0.919967,
0.0492,1,0,-0.919804,
0.0493,1,0,-0.919641,
0.0494,1,0,-0.919478,
0.0495,1,0,-0.919315,
0.0496,1,0,-0.919152,
0.0497,1,0,-0.918989,
0.0498,1,0,-0.918826,
0.0499,1,0,-0.918663,
0.05,1,0,-0.9185,
0.0501,1,0,-0.918337,
0.0502,1,0,-0.918174,
0.0503,1,0,-0.918011,
0.0504,1,0,-0.917848,
0.0505,1,0,-0.917685,
0.0506,1,0,-0.917522,
0.0507,1,0,-0.917359,
0.0508,1,0,-0.917196,
0.0509,1,0,-0.917033,
0.051,1,0,-0.91687,
0.0511,1,0,-0.916707,
0.0512,1,0,-0.916544,
0.0513,1,0,-0.916381,
0.0514,1,0,-0.916218,
0.0515,1,0,-0.916055,
0.0516,1,0,-0.915892,
0.0517,1,0,-0.915729,
0.0518,1,0,-0.915566,
0.0519,1,0,-0.915403,
0.052,1,0,-0.91524,
0.0521,1,0,-0.915077,
0.0522,1,0,-0.914914,
0.0523,1,0,-0.914751,
0.0524,1,0,-0.914588,
0.0525,1,0,-0.914425,
0.0526,1,0,-0.914262,
0.0527,1,0,-0.914099,
0.0528,1,0,-0.913936,
0.0529,1,0,-0.913773,
0.053,1,0,-0.91361,
0.0531,1,0,-0.913447,
0.0532,1,0,-0.913284,
0.0533,1,0,-0.913121,
0.0534,1,0,-0.912958,
0.0535,1,0,-0.912795,
0.0536,1,0,-0.912632,
0.0537,1,0,-0.912469,
0.0538,1,0,-0.912306,
0.0539,1,0,-0.912143,
0.054,1,0,-0.91198,
0.0541,1,0,-0.911817,
0.0542,1,0,-0.911654,
0.0543,1,0,-0.911491,
0.0544,1,0,-0.911328,
0.0545,1,0,-0.911165,
0.0546,1,0,-0.911002,
0.0547,1,0,-0.910839,
0.0548,1,0,-0.910676,
0.0549,1,0,-0.910513,
0.055,1,0,-0.91035,
0.0551,1,0,-0.910187,
0.0552,1,0,-0.910024,
0.0553,1,0,-0.909861,
0.0554,1,0,-0.909698,
0.0555,1,0,-0.909535,
0.0556,1,0,-0.909372,
0.0557,1,0,-0.909209,
0.0558,1,0,-0.909046,
0.0559,1,0,-0.908883,
0.056,1,0,-0.90872,
0.0561,1,0,-0.908557,
0.0562,1,0,-0.908394,
0.0563,1,0,-0.908231,
0.0564,1,0,-0.908068,
0.0565,1,0,-0.907905,
0.0566,1,0,-0.907742,
0.0567,1,0,-0.907579,
0.0568,1,0,-0.907416,
0.0569,1,0,-0.907253,
0.057,1,0,-0.90709,
0.0571,1,0,-0.906927,
0.0572,1,0,-0.906764,
0.0573,1,0,-0.906601,
0.0574,1,0,-0.906438,
0.0575,1,0,-0.906275,
0.0576,1,0,-0.906112,
0.0577,1,0,-0.905949,
0.0578,1,0,-0.905786,
0.0579,1,0,-0.905623,
0.058,1,0,-0.90546,
0.0581,1,0,-0.905297,
0.0582,1,0,-0.905134,
0.0583,1,0,-0.904971,
0.0584,1,0,-0.904808,
0.0585,1,0,-0.904645,
0.0586,1,0,-0.904482,
0.0587,1,0,-0.904319,
0.0588,1,0,-0.904156,
0.0589,1,0,-0.903993,
0.059,1,0,-0.90383,
0.0591,1,0,-0.903667,
0.0592,1,0,-0.903504,
0.0593,1,0,-0.903341,
0.0594,1,0,-0.903178,
0.0595,1,0,-0.903015,
0.0596,1,0,-0.902852,
0.0597,1,0,-0.902689,
0.0598,1,0,-0.902526,
0.0599,1,0,-0.902363,
0.06,1,0,-0.9022,
0.0601,1,0,-0.902037,
0.0602,1,0,-0.901874,
0.0603,1,0,-0.901711,
0.0604,1,0,-0.901548,
0.0605,1,0,-0.901385,
0.0606,1,0,-0.901222,
0.0607,1,0,-0.901059,
0.0608,1,0,-0.900896,
0.0609,1,0,-0.900733,
0.061,1,0,-0.90057,
0.0611,1,0,-0.900407,
0.0612,1,0,-0.900244,
0.0613,1,0,-0.900081,
0.0614,1,0,-0.899918,
0.0615,1,0,-0.899755,
0.0616,1,0,-0.899592,
0.0617,1,0,-0.899429,
0.0618,1,0,-0.899266,
0.0619,1,0,-0.899103,
0.062,1,0,-0.89894,
0.0621,1,0,-0.898777,
0.0622,1,0,-0.898614,
0.0623,1,0,-0.898451,
0.0624,1,0,-0.898288,
0.0625,1,0,-0.898125,
0.0626,1,0,-0.897962,
0.0627,1,0,-0.897799,
0.0628,1,0,-0.897636,
0.0629,1,0,-0.897473,
0.063,1,0,-0.89731,
0.0631,1,0,-0.897147,
0.0632,1,0,-0.896984,
0.0633,1,0,-0.896821,
0.0634,1,0,-0.896658,
0.0635,1,0,-0.896495,
0.0636,1,0,-0.896332,
0.0637,1,0,-0.896169,
0.0638,1,0,-0.896006,
0.0639,1,0,-0.895843,
0.064,1,0,-0.89568,
0.0641,1,0,-0.895517,
0.0642,1,0,-0.895354,
0.0643,1,0,-0.895191,
0.0644,1,0,-0.895028,
0.0645,1,0,-0.894865,
0.0646,1,0,-0.894702,
0.0647,1,0,-0.894539,
0.0648,1,0,-0.894376,
0.0649,1,0,-0.894213,
0.065,1,0,-0.89405,
0.0651,1,0,-0.893887,
0.0652,1,0,-0.893724,
0.0653,1,0,-0.893561,
0.0654,1,0,-0.893398,
0.0655,1,0,-0.893235,
0.0656,1,0,-0.893072,
0.0657,1,0,-0.892909,
0.0658,1,0,-0.892746,
0.0659,1,0,-0.892583,
0.066,1,0,-0.89242,
0.0661,1,0,-0.892257,
0.0662,1,0,-0.892094,
0.0663,1,0,-0.891931,
0.0664,1,0,-0.891768,
0.0665,1,0,-0.891605,
0.0666,1,0,-0.891442,
0.0667,1,0,-0.891279,
0.0668,1,0,-0.891116,
0.0669,1,0,-0.890953,
0.067,1,0,-0.89079,
0.0671,1,0,-0.890627,
0.0672,1,0,-0.890464,
0.0673,1,0,-0.890301,
0.0674,1,0,-0.890138,
0.0675,1,0,-0.889975,
0.0676,1,0,-0.889812,
0.0677,1,0,-0.889649,
0.0678,1,0,-0.889486,
0.0679,1,0,-0.889323,
0.068,1,0,-0.88916,
0.0681,1,0,-0.888997,
0.0682,1,0,-0.888834,
0.0683,1,0,-0.888671,
0.0684,1,0,-0.888508,
0.0685,1,0,-0.888345,
0.0686,1,0,-0.888182,
0.0687,1,0,-0.888019,
0.0688,1,0,-0.887856,
0.0689,1,0,-0.887693,
0.069,1,0,-0.88753,
0.0691,1,0,-0.887367,
0.0692,1,0,-0.887204,
0.0693,1,0,-0.887041,
0.0694,1,0,-0.886878,
0.0695,1,0,-0.886715,
0.0696,1,0,-0.886552,
0.0697,1,0,-0.886389,
0.0698,1,0,-0.886226,
0.0699,1,0,-0.886063,
0.07,1,0,-0.8859,
0.0701,1,0,-0.885737,
0.0702,1,0,-0.885574,
0.0703,1,0,-0.885411,
0.0704,1,0,-0.885248,
0.0705,1,0,-0.885085,
0.0706,1,0,-0.884922,
0.0707,1,0,-0.884759,
0.0708,1,0,-0.884596,
0.0709,1,0,-0.884433,
0.071,1,0,-0.88427,
0.0711,1,0,-0.884107,
0.0712,1,0,-0.883944,
0.0713,1,0,-0.883781,
0.0714,1,0,-0.883618,
0.0715,1,0,-0.883455,
0.0716,1,0,-0.883292,
0.0717,1,0,-0.883129,
0.0718,1,0,-0.882966,
0.0719,1,0,-0.882803,
0.072,1,0,-0.88264,
0.0721,1,0,-0.882477,
0.0722,1,0,-0.882314,
0.0723,1,0,-0.882151,
0.0724,1,0,-0.881988,
0.0725,1,0,-0.881825,
0.0726,1,0,-0.881662,
0.0727,1,0,-0.881499,
0.0728,1,0,-0.881336,
0.0729,1,0,-0.881173,
0.073,1,0,-0.88101,
0.0731,1,0,-0.880847,
0.0732,1,0,-0.880684,
0.0733,1,0,-0.880521,
0.0734,1,0,-0.880358,
0.0735,1,0,-0.880195,
0.0736,1,0,-0.880032,
0.0737,1,0,-0.879869,
0.0738,1,0,-0.879706,
0.0739,1,0,-0.879543,
0.074,1,0,-0.87938,
0.0741,1,0,-0.879217,
0.0742,1,0,-0.879054,
0.0743,1,0,-0.878891,
0.0744,1,0,-0.878728,
0.0745,1,0,-0.878565,
0.0746,1,0,-0.878402,
0.0747,1,0,-0.878239,
0.0748,1,0,-0.878076,
0.0749,1,0,-0.877913,
0.075,1,0,-0.87775,
0.0751,1,0,-0.877587,
0.0752,1,0,-0.877424,
0.0753,1,0,-0.877261,
0.0754,1,0,-0.877098,
0.0755,1,0,-0.876935,
0.0756,1,0,-0.876772,
0.0757,1,0,-0.876609,
0.0758,1,0,-0.876446,
0.0759,1,0,-0.876283,
0.076,1,0,-0.87612,
0.0761,1,0,-0.875957,
0.0762,1,0,-0.875794,
0.0763,1,0,-0.875631,
0.0764,1,0,-0.875468,
0.0765,1,0,-0.875305,
0.0766,1,0,-0.875142,
0.0767,1,0,-0.874979,
0.0768,1,0,-0.874816,
0.0769,1,0,-0.874653,
0.077,1,0,-0.87449,
0.0771,1,0,-0.874327,
0.0772,1,0,-0.874164,
0.0773,1,0,-0.874001,
0.0774,1,0,-0.873838,
0.0775,1,0,-0.873675,
0.0776,1,0,-0.873512,
0.0777,1,0,-0.873349,
0.0778,1,0,-0.873186,
0.0779,1,0,-0.873023,
0.078,1,0,-0.87286,
0.0781,1,0,-0.872697,
0.0782,1,0,-0.872534,
0.0783,1,0,-0.872371,
0.0784,1,0,-0.872208,
0.0785,1,0,-0.872045,
0.0786,1,0,-0.871882,
0.0787,1,0,-0.871719,
0.0788,1,0,-0.871556,
0.0789,1,0,-0.871393,
0.079,1,0,-0.87123,
0.0791,1,0,-0.871067,
0.0792,1,0,-0.870904,
0.0793,1,0,-0.870741,
0.0794,1,0,-0.870578,
0.0795,1,0,-0.870415,
0.0796,1,0,-0.870252,
0.0797,1,0,-0.870089,
0.0798,1,0,-0.869926,
0.0799,1,0,-0.869763,
0.08,1,0,-0.8696,
0.0801,1,0,-0.869437,
0.0802,1,0,-0.869274,
0.0803,1,0,-0.869111,
0.0804,1,0,-0.868948,
0.0805,1,0,-0.868785,
0.0806,1,0,-0.868622,
0.0807,1,0,-0.868459,
0.0808,1,0,-0.868296,
0.0809,1,0,-0.868133,
0.081,1,0,-0.86797,
0.0811,1,0,-0.867807,
0.0812,1,0,-0.867644,
0.0813,1,0,-0.867481,
0.0814,1,0,-0.867318,
0.0815,1,0,-0.867155,
0.0816,1,0,-0.866992,
0.0817,1,0,-0.866829,
0.0818,1,0,-0.866666,
0.0819,1,0,-0.866503,
0.082,1,0,-0.86634,
0.0821,1,0,-0.866177,
0.0822,1,0,-0.866014,
0.0823,1,0,-0.865851,
0.0824,1,0,-0.865688,
0.0825,1,0,-0.865525,
0.0826,1,0,-0.865362,
0.0827,1,0,-0.865199,
0.0828,1,0,-0.865036,
0.0829,1,0,-0.864873,
0.083,1,0,-0.86471,
0.0831,1,0,-0.864547,
0.0832,1,0,-0.864384,
0.0833,1,0,-0.864221,
0.0834,1,0,-0.864058,
0.0835,1,0,-0.863895,
0.0836,1,0,-0.863732,
0.0837,1,0,-0.863569,
0.0838,1,0,-0.863406,
0.0839,1,0,-0.863243,
0.084,1,0,-0.86308,
0.0841,1,0,-0.862917,
0.0842,1,0,-0.862754,
0.0843,1,0,-0.862591,
0.0844,1,0,-0.862428,
0.0845,1,0,-0.862265,
0.0846,1,0,-0.862102,
0.0847,1,0,-0.861939,
0.0848,1,0,-0.861776,
0.0849,1,0,-0.861613,
0.085,1,0,-0.86145,
0.0851,1,0,-0.861287,
0.0852,1,0,-0.861124,
0.0853,1,0,-0.860961,
0.0854,1,0,-0.860798,
0.0855,1,0,-0.860635,
0.0856,1,0,-0.860472,
0.0857,1,0,-0.860309,
0.0858,1,0,-0.860146,
0.0859,1,0,-0.859983,
0.086,1,0,-0.85982,
0.0861,1,0,-0.859657,
0.0862,1,0,-0.859494,
0.0863,1,0,-0.859331,
0.0864,1,0,-0.859168,
0.0865,1,0,-0.859005,
0.0866,1,0,-0.858842,
0.0867,1,0,-0.858679,
0.0868,1,0,-0.858516,
0.0869,1,0,-0.858353,
0.087,1,0,-0.85819,
0.0871,1,0,-0.858027,
0.0872,1,0,-0.857864,
0.0873,1,0,-0.857701,
0.0874,1,0,-0.857538,
0.0875,1,0,-0.857375,
0.0876,1,0,-0.857212,
